nodo_a_id,actor_a,nodo_b_id,actor_b,similitud_sbert
SocialBehavioralAutism_3_47,SB,ModerateAutism_3_21,MO,0.9971
SocialBehavioralAutism_3_48,SB,ModerateAutism_4_56,MO,0.7685
SocialBehavioralAutism_3_48,SB,ModerateAutism_7_179,MO,0.6148
SocialBehavioralAutism_3_48,SB,ModerateAutism_7_257,MO,0.9027
SocialBehavioralAutism_3_50,SB,ModerateAutism_5_109,MO,0.7848
SocialBehavioralAutism_3_50,SB,ModerateAutism_7_173,MO,0.5597
SocialBehavioralAutism_3_50,SB,ModerateAutism_7_179,MO,0.8958
SocialBehavioralAutism_3_50,SB,ModerateAutism_8_329,MO,0.8108
SocialBehavioralAutism_4_51,SB,ModerateAutism_3_45,MO,0.9835
SocialBehavioralAutism_4_55,SB,ModerateAutism_3_25,MO,0.9957
SocialBehavioralAutism_4_55,SB,ModerateAutism_7_218,MO,0.9876
SocialBehavioralAutism_4_55,SB,ModerateAutism_8_284,MO,0.9931
SocialBehavioralAutism_4_59,SB,ModerateAutism_6_174,MO,0.6505
SocialBehavioralAutism_4_59,SB,ModerateAutism_8_285,MO,0.7967
SocialBehavioralAutism_4_60,SB,ModerateAutism_4_56,MO,0.9051
SocialBehavioralAutism_4_60,SB,ModerateAutism_7_231,MO,0.7341
SocialBehavioralAutism_4_62,SB,ModerateAutism_3_18,MO,0.5999
SocialBehavioralAutism_4_64,SB,ModerateAutism_2_15,MO,0.9748
SocialBehavioralAutism_4_64,SB,ModerateAutism_5_86,MO,0.9894
SocialBehavioralAutism_4_65,SB,ModerateAutism_5_91,MO,0.9936
SocialBehavioralAutism_4_65,SB,ModerateAutism_7_212,MO,0.9951
SocialBehavioralAutism_4_67,SB,ModerateAutism_7_303,MO,0.9805
SocialBehavioralAutism_4_67,SB,ModerateAutism_8_307,MO,0.9745
SocialBehavioralAutism_4_70,SB,ModerateAutism_1_4,MO,0.998
SocialBehavioralAutism_4_71,SB,ModerateAutism_6_192,MO,0.9972
SocialBehavioralAutism_4_73,SB,ModerateAutism_6_160,MO,0.9878
SocialBehavioralAutism_4_79,SB,ModerateAutism_7_303,MO,0.981
SocialBehavioralAutism_4_80,SB,ModerateAutism_3_25,MO,0.9935
SocialBehavioralAutism_4_80,SB,ModerateAutism_7_218,MO,0.9841
SocialBehavioralAutism_4_80,SB,ModerateAutism_8_284,MO,0.9927
SocialBehavioralAutism_4_81,SB,ModerateAutism_4_54,MO,0.6028
SocialBehavioralAutism_4_81,SB,ModerateAutism_5_100,MO,0.9951
SocialBehavioralAutism_4_81,SB,ModerateAutism_7_276,MO,0.8693
SocialBehavioralAutism_4_85,SB,ModerateAutism_2_5,MO,0.9822
SocialBehavioralAutism_4_85,SB,ModerateAutism_3_30,MO,0.6769
SocialBehavioralAutism_4_85,SB,ModerateAutism_3_45,MO,0.9945
SocialBehavioralAutism_4_85,SB,ModerateAutism_4_54,MO,0.9389
SocialBehavioralAutism_4_85,SB,ModerateAutism_6_127,MO,0.68
SocialBehavioralAutism_4_85,SB,ModerateAutism_6_191,MO,0.9595
SocialBehavioralAutism_4_87,SB,ModerateAutism_5_86,MO,0.9715
SocialBehavioralAutism_4_89,SB,ModerateAutism_6_160,MO,0.9962
SocialBehavioralAutism_4_91,SB,ModerateAutism_4_83,MO,0.5557
